issn	homepage
0144-5871	http://www.ingentaconnect.com/content/els/01445871
0144-5979	http://www.blackwellpublishing.com/journal.asp?ref=0144-5979
0144-5987	http://www.multi-science.co.uk/eee.htm
0144-6193	http://www.informaworld.com/openurl?genre=journal&issn=01446193
0144-6657	http://www.bps.org.uk/publications/jCP_1.cfm
0144-6665	http://www.bps.org.uk/publications/jSP_1.cfm
0144-686X	http://journals.cambridge.org/action/displayJournal?jid=ASO
0144-8188	http://www.sciencedirect.com/science/journal/01448188
0144-8420	http://rpd.oxfordjournals.org/
0144-8463	http://www.springeronline.com/journal/10540/about
0144-8609	http://www.sciencedirect.com/science/journal/01448609
0144-8617	http://www.sciencedirect.com/science/journal/01448617
0144-8765	http://www.bahjournal.btinternet.co.uk/index.htm
0144-929X	http://www.informaworld.com/openurl?genre=journal&issn=0144929X
0144-932X	http://www.springerlink.com/openurl.asp?genre=journal&issn=0144-932X
0145-1707	http://www.imf.org/external/pubs/ft/fandd/index.htm
0145-2096	http://www.blackwellpublishing.com/journal.asp?ref=0145-2096
0145-2126	http://www.sciencedirect.com/science/journal/01452126
0145-2134	http://www.sciencedirect.com/science/journal/01452134
0145-224X	http://www.sciencedirect.com/science/journal/0145224X
0145-2258	http://africa.wisc.edu/publications/aeh/
0145-305X	http://www.sciencedirect.com/science/journal/0145305X
0145-3378	http://www.psychohistory.com/htm/01_journal.html
0145-4455	http://bmo.sagepub.com/
0145-479X	http://www.springeronline.com/journal/10863/about
0145-482X	http://www.afb.org/Section.asp?SectionID=54
0145-5532	http://ssh.dukejournals.org/
0145-5613	http://www.entjournal.com/
0145-6008	http://www.blackwellpublishing.com/journal.asp?ref=0145-6008
0145-6296	http://www4.infotrieve.com/journals/toc_yearnav.asp?SID=756112
0145-7217	http://tde.sagepub.com/
0145-7632	http://www.informaworld.com/openurl?genre=journal&issn=01457632
0145-840X	http://muse.jhu.edu/journals/ks/
0145-8876	http://www.blackwellpublishing.com/journal.asp?ref=0145-8876
0145-8884	http://www.blackwellpublishing.com/journal.asp?ref=0145-8884
0145-8892	http://www.blackwellpublishing.com/journal.asp?ref=0145-8892
0145-9228	http://www.sciencedirect.com/science/journal/01459228
0145-9740	http://www.informaworld.com/openurl?genre=journal&issn=01459740
0146-0005	http://www.sciencedirect.com/science/journal/01460005
0146-0404	http://www.iovs.org
0146-0862	http://www.informaworld.com/openurl?genre=journal&issn=01460862
0146-1044	http://www.springeronline.com/journal/11195/about
0146-1672	http://psp.sagepub.com/
0146-2806	http://www.sciencedirect.com/science/journal/01462806
0146-3535	http://www.sciencedirect.com/science/journal/01463535
0146-3721	http://www.springerlink.com/openurl.asp?genre=journal&issn=0146-3721
0146-4116	http://www.allertonpress.com/journals/aut.htm
0146-4760	http://www.jatox.com/
0146-521X	http://www.sciencedirect.com/science/journal/10987339
0146-5422	http://www.onlinemag.net/
0146-5724	http://www.sciencedirect.com/science/journal/01465724
0146-5945	http://www.policyreview.org/
0146-6216	http://apm.sagepub.com/
0146-6283	http://www.aaccnet.org/cerealfoodsworld/
0146-6291	http://www.sciencedirect.com/science/journal/01466291
0146-6313	http://www.sciencedirect.com/science/journal/01466313
0146-6364	http://www.sciencedirect.com/science/journal/01466364
0146-6380	http://www.sciencedirect.com/science/journal/01466380
0146-6402	http://www.sciencedirect.com/science/journal/01466402
0146-6410	http://www.sciencedirect.com/science/journal/01466410
0146-6453	http://www.sciencedirect.com/science/journal/01466453
0146-6518	http://www.housingscience.org/html/publications/journals.html
0146-6615	http://www.interscience.wiley.com/jpages/0146-6615/
0146-6623	http://www.apms.org/japm.htm
0146-664X	http://www.sciencedirect.com/science/journal/0146664X
0146-7239	http://www.springeronline.com/journal/11031/about
0146-7875	http://www.springer.com/series/7596
0146-8030	http://www.informaworld.com/openurl?genre=journal&issn=01468030
0146-8693	http://jpepsy.oxfordjournals.org/
0146-9428	http://www.blackwellpublishing.com/journal.asp?ref=0146-9428
0146-9592	http://ol.osa.org/journal/ol/about.cfm
0147-006X	http://arjournals.annualreviews.org/openurl?genre=journal&stitle=neuro
0147-0272	http://www.sciencedirect.com/science/journal/01470272
0147-037X	http://www.maneypublishing.com/journals/mng
0147-1473	http://lyceumbooks.com/sdiJournal.htm
0147-1724	http://sswe.tamu.edu/Southwestern_Entomologist.html
0147-1767	http://www.sciencedirect.com/science/journal/01471767
0147-1937	http://msupress.msu.edu/journals/raex/index.php?Page=home
0147-2011	http://transactionpub.metapress.com/openurl.asp?genre=journal&issn=0147-2011
0147-3956	http://www.cdc.gov/nchs/products/pubs/pubd/ad/ad.htm
0147-5185	http://content.wkhealth.com/linkback/openurl?issn=0147-5185
0147-5479	http://journals.cambridge.org/action/displayJournal?jid=ILW
0147-5916	http://www.springeronline.com/journal/10608/about
0147-5967	http://www.sciencedirect.com/science/journal/01475967
0147-5975	http://www.sciencedirect.com/science/journal/01475975
0147-6041	http://www.ncsl.org/programs/pubs/slmag/index.htm
0147-619X	http://www.sciencedirect.com/science/journal/0147619X
0147-6513	http://www.sciencedirect.com/science/journal/01476513
0147-7307	http://www.springeronline.com/journal/10979/about
0147-7447	http://www.orthobluejournal.com
0147-7552	http://www.sciencedirect.com/science/journal/01477552
0147-8001	http://www.sciencedirect.com/science/journal/01478001
0147-8257	http://www.law.harvard.edu/students/orgs/elr/
0147-829X	http://www.jstor.org/journals/0147829X.html
0147-8389	http://www.blackwellpublishing.com/journal.asp?ref=0147-8389
0147-8885	http://joh.chnola-research.org/
0147-9032	http://fbc.binghamton.edu/rev.htm
0147-9121	http://www.sciencedirect.com/science/journal/01479121
0147-9563	http://www.sciencedirect.com/science/journal/01479563
0147-9571	http://www.sciencedirect.com/science/journal/01479571
0147-958X	http://www.csci-scrc.medical.org/english/cim.html
0148-0227	http://onlinelibrary.wiley.com/journal/JGR
0148-0545	http://www.informaworld.com/openurl?genre=journal&issn=01480545
0148-0685	http://www.sciencedirect.com/science/journal/01480685
0148-0731	http://asmedl.aip.org/Biomechanical/
0148-2963	http://www.sciencedirect.com/science/journal/01482963
0148-3927	http://www.informaworld.com/openurl?genre=journal&issn=10641963
0148-396X	http://www.neurosurgeon.org/publications/clincialNeuro.asp
0148-4184	http://www.aahhq.org/AHJ
0148-4419	http://www.safnet.org/periodicals/regionaljournals.cfm
0148-4818	http://www.medscape.com/viewpublication/104_index
0148-4834	http://www.journalofnursingeducation.com
0148-5016	http://www.informaworld.com/openurl?genre=journal&issn=01485016
0148-5598	http://www.springeronline.com/journal/10916/about
0148-5717	http://content.wkhealth.com/linkback/openurl?issn=0148-5717
0148-6055	http://ojps.aip.org/joro
0148-6071	http://jpen.aspenjournals.org
0148-6195	http://www.sciencedirect.com/science/journal/01486195
0148-639X	http://www.interscience.wiley.com/jpages/0148-639X/
0148-6411	http://ieeexplore.ieee.org/servlet/opac?punumber=33
0148-7043	http://content.wkhealth.com/linkback/openurl?issn=0148-7043
0148-7299	http://www3.interscience.wiley.com/cgi-bin/jhome/33129
0148-9062	http://www.sciencedirect.com/science/journal/01489062
0148-916X	http://www.leprosy-ila.org/leprosyjournal/
0148-9267	http://www.mitpressjournals.org/openurl?genre=journal&stitle=comj
0148-9917	http://content.wkhealth.com/linkback/openurl?issn=0148-9917
0149-0370	http://www.evaluationengineering.com/
0149-0400	http://www.informaworld.com/openurl?genre=journal&issn=01490400
0149-0419	http://www.informaworld.com/openurl?genre=journal&issn=01490419
0149-0451	http://www.informaworld.com/openurl?genre=journal&issn=01490451
0149-1423	http://aapgbull.geoscienceworld.org/
0149-1970	http://www.sciencedirect.com/science/journal/01491970
0149-2063	http://jom.sagepub.com/
0149-2136	http://www.spe.org/spe-app/spe/jpt/index.htm
0149-2195	http://www.cdc.gov/mmwr/weekcvol.html
0149-2632	http://www.ahcpub.com/products_and_services/?prid=186
0149-2918	http://www.sciencedirect.com/science/journal/01492918
0149-337X	http://www.americancityandcounty.com/
0149-4147	http://www.turbomachinerymag.com/
0149-5739	http://www.informaworld.com/openurl?genre=journal&issn=01495739
0149-5933	http://www.informaworld.com/openurl?genre=journal&issn=01495933
0149-6085	http://www.blackwellpublishing.com/journal.asp?ref=0149-6085
0149-6115	http://journalsip.astm.org/gtj
0149-6123	http://journalsip.astm.org/cca
0149-6395	http://www.informaworld.com/openurl?genre=journal&issn=01496395
0149-645X	http://ieeexplore.ieee.org/servlet/opac?punumber=507
0149-7189	http://www.sciencedirect.com/science/journal/01497189
0149-7634	http://www.sciencedirect.com/science/journal/01497634
0149-7944	http://www.sciencedirect.com/science/journal/01497944
0149-7952	http://www.people.carleton.edu/~dprowe/GSR.index.html
0149-936X	http://www.sciencedirect.com/science/journal/0149936X
0149-9386	http://www.bccresearch.com/newsletters/enerzine/energypromo.html
0150-536X	http://www.iop.org/Journals/JOpt
0150-5505	http://www.crpg.cnrs-nancy.fr/Geostandards/
0150-9861	http://www.sciencedirect.com/science/journal/01509861
0151-4105	http://www.armand-colin.com/revues_info.php?idr=14
0151-9093	http://www.lactualitechimique.org/
0151-9107	http://acsm.revuesonline.com/
0151-9638	http://www.sciencedirect.com/science/journal/01519638
0152-5425	http://www.aftp.net/revue/presentation.html
0152-7401	http://www.cairn.info/revue.php?ID_REVUE=RFAP
0152-9668	http://www.sciencedirect.com/science/journal/01529668
0153-9329	http://www.ascodocpsy.org/article.php3?id_article=221
0154-3229	http://rei.revues.org/
0155-0640	http://publications.epress.monash.edu/loi/aral
0155-4131	http://www.epa.qld.gov.au/publications/p00722aa.pdf/Queensland_Herbarium_publications_catalogue.pdf
0155-977X	http://www.berghahnbooksonline.com/journals/sa/
0155-9982	http://www.sciencedirect.com/science/journal/01559982
0156-0417	http://www.ozhypnosis.com.au/publications.htm
0156-5788	http://www.aushealthcare.com.au/publications/publication_details.asp?sr=0&pid=30
0156-7365	http://www.jstor.org/journals/01567365.html
0157-1532	http://www.australianacademicpress.com.au/Publications/Journals/Audiology/audiology.htm
0157-244X	http://www.springeronline.com/journal/11165/about
0157-6321	http://search.informit.com.au/browseJournalTitle;res=E-LIBRARY;issn=0157-6321
0157-6895	http://www.tandfonline.com/loi/raam20
0158-037X	http://www.informaworld.com/openurl?genre=journal&issn=0158037X
0158-4197	http://www.publish.csiro.au/journals/emu/
0158-7919	http://www.informaworld.com/openurl?genre=journal&issn=01587919
0158-9938	http://www.acpsem.org.au/journal/index_journal.html
0159-6306	http://www.informaworld.com/openurl?genre=journal&issn=01596306
0159-7868	http://www.acsa.edu.au/pages/page33.asp
0159-8090	http://www.aacb.asn.au/web/CBR:_Clinical_Biochemist_Reviews/
0160-0176	http://irx.sagepub.com/
0160-1121	http://www.westernfieldornithologists.org/
0160-2446	http://content.wkhealth.com/linkback/openurl?issn=0160-2446
0160-2527	http://www.sciencedirect.com/science/journal/01602527
0160-2896	http://www.sciencedirect.com/science/journal/01602896
0160-3477	http://www.mesharpe.com/mall/results1.asp?ACR=pke
0160-3663	http://www.otcnet.org/
0160-4120	http://www.sciencedirect.com/science/journal/01604120
0160-449X	http://lsj.sagepub.com/
0160-4953	http://emeraldinsight.com/cb.htm
0160-5402	http://www.sciencedirect.com/science/journal/01605402
0160-564X	http://www.blackwellpublishing.com/journal.asp?ref=0160-564X
0160-5682	http://www.palgrave-journals.com/jors/
0160-6379	http://content.wkhealth.com/linkback/openurl?issn=0160-6379
0160-6433	http://www.timberharvesting.com/
0160-6689	http://www.psychiatrist.com
0160-6891	http://www.interscience.wiley.com/jpages/0160-6891/
0160-6972	http://www.joionline.org/orimonline/?request=index-html
0160-7383	http://www.sciencedirect.com/science/journal/01607383
0160-7480	http://www.modernhealthcare.com/
0160-7715	http://www.springeronline.com/journal/10865/about
0160-7782	http://www.geothermal.org/articles.html
0160-791X	http://www.sciencedirect.com/science/journal/0160791X
0160-7987	http://www.sciencedirect.com/science/journal/01607987
0160-7995	http://www.sciencedirect.com/science/journal/01607995
0160-8002	http://www.sciencedirect.com/science/journal/01608002
0160-8266	http://www.planning.org/pas/reports.htm
0160-8347	http://apt.allenpress.com/aptonline/?request=get-moreinfo&issn=0160-8347
0160-8371	http://ieeexplore.ieee.org/servlet/opac?punumber=4263
0160-9009	http://muse.jhu.edu/journals/fro/
0160-9289	http://www.clinicalcardiology.org/
0160-9327	http://www.sciencedirect.com/science/journal/01609327
0160-9963	http://www.appliedradiology.com
0161-0457	http://www.scanning.org/
0161-0589	http://www.westernsnowconference.org/
0161-1194	http://www.informaworld.com/openurl?genre=journal&issn=01611194
0161-1461	http://lshss.asha.org/
0161-1712	http://www.hindawi.com/GetVolumes.aspx?journal=ijmms
0161-2840	http://www.informaworld.com/openurl?genre=journal&issn=01612840
0161-3499	http://www.blackwellpublishing.com/journal.asp?ref=0161-3499
0161-4630	http://www.sciencedirect.com/science/journal/01614630
0161-4681	http://www.tcrecord.org/library/
0161-4754	http://www.sciencedirect.com/science/journal/01614754
0161-4940	http://www.informaworld.com/openurl?genre=journal&issn=01614940
0161-5440	http://www.heldref.org/hm.php
0161-5505	http://jnm.snmjournals.org
0161-5890	http://www.sciencedirect.com/science/journal/01615890
0161-6412	http://www.maney.co.uk/search?fwaction=show&fwid=503
0161-6420	http://www.sciencedirect.com/science/journal/01616420
0161-6463	http://www.books.aisc.ucla.edu/aicrj.html
0161-7109	http://www.ncjfcj.org/content/blogcategory/138/180/
0161-7230	http://www.sciencedirect.com/science/journal/01617230
0161-7346	http://www.sciencedirect.com/science/journal/01617346
0161-7761	http://www.blackwellpublishing.com/journal.asp?ref=0161-7761
0161-8105	http://www.journalsleep.org/
0161-813X	http://www.sciencedirect.com/science/journal/0161813X
0161-8202	http://www.bioone.org/bioone/?request=get-moreinfo&issn=0161-8202
0161-8938	http://www.sciencedirect.com/science/journal/01618938
0161-9152	http://www.springeronline.com/journal/11357/about
0161-9268	http://content.wkhealth.com/linkback/openurl?issn=0161-9268
0161-956X	http://leaonline.com/openurl?genre=journal&stitle=pje
0162-0134	http://www.sciencedirect.com/science/journal/01620134
0162-0177	http://msupress.msu.edu/journals/cr/index.php?Page=home
0162-0436	http://www.springeronline.com/journal/11133/about
0162-1459	http://www.amstat.org/publications/jasa/
0162-1912	http://agecon.lib.umn.edu/cgi-bin/browse_journal.pl?publisherid=104
0162-220X	http://content.wkhealth.com/linkback/openurl?issn=0162-220X
0162-2439	http://sth.sagepub.com/
0162-2889	http://www.mitpressjournals.org/openurl?genre=journal&stitle=isec
0162-3095	http://www.sciencedirect.com/science/journal/01623095
0162-3109	http://www.sciencedirect.com/science/journal/01623109
0162-3257	http://www.springeronline.com/journal/10803/about
0162-3532	http://www.gifted.uconn.edu/siegle/TAG/jeg.htm
0162-3737	http://www.aera.net/publications/?id=316
0162-4075	http://www.concreteinternational.com
0162-4962	http://muse.jhu.edu/journals/bio/
0162-5748	http://muse.jhu.edu/journals/rhe/
0162-8178	http://www.ite.org/
0162-8771	http://www.pine.org/nepp/nepphome.htm
0162-8828	http://ieeexplore.ieee.org/servlet/opac?punumber=34
0162-895X	http://www.blackwellpublishing.com/journal.asp?ref=0162-895X
0162-9778	http://www.informaworld.com/openurl?genre=journal&issn=01629778
0163-0563	http://www.informaworld.com/openurl?genre=journal&issn=01630563
0163-1047	http://www.sciencedirect.com/science/journal/01631047
0163-1829	http://prb.aps.org/
0163-1918	http://ieeexplore.ieee.org/servlet/opac?punumber=713
0163-1942	http://www.forensicpsychonline.com/callforpapers.htm
0163-2116	http://www.springeronline.com/journal/10620/about
0163-2396	http://www.sciencedirect.com/science/journal/01632396
0163-2787	http://ehp.sagepub.com/
0163-3767	http://www.reed-electronics.com/semiconductor/
0163-3864	http://pubs.acs.org/journals/jnprdf/index.html
0163-4089	http://www.adage.com/section.cms?sectionId=195
0163-4275	http://www.cep.unt.edu/enethics.html
0163-4356	http://content.wkhealth.com/linkback/openurl?issn=0163-4356
0163-4429	http://www.nonwovens-industry.com/
0163-4437	http://mcs.sagepub.com/
0163-4445	http://www.blackwellpublishing.com/journal.asp?ref=0163-4445
0163-4453	http://www.sciencedirect.com/science/journal/01634453
0163-4984	http://www.springerlink.com/openurl.asp?genre=journal&issn=0163-4984
0163-5158	http://www.springer.com/social+sciences/social+sciences%2C+general/journal/12126
0163-5581	http://leaonline.com/openurl?genre=journal&stitle=nc
0163-5808	http://portal.acm.org/browse_dl.cfm?idx=J689
0163-5840	http://portal.acm.org/browse_dl.cfm?idx=J701
0163-5980	http://portal.acm.org/browse_dl.cfm?idx=J597
0163-6383	http://www.sciencedirect.com/science/journal/01636383
0163-6545	http://rhr.dukejournals.org/
0163-660X	http://www.mitpressjournals.org/openurl?genre=journal&stitle=wash
0163-6804	http://ieeexplore.ieee.org/servlet/opac?punumber=35
0163-7169	http://www.chinabusinessreview.com/
0163-7258	http://www.sciencedirect.com/science/journal/01637258
0163-7517	http://www.salesandmarketing.com/msg/publications/smm.jsp
0163-7525	http://arjournals.annualreviews.org/openurl?genre=journal&stitle=publhealth
0163-769X	http://edrv.endojournals.org/
0163-7827	http://www.sciencedirect.com/science/journal/01637827
0163-786X	http://www.sciencedirect.com/science/journal/0163786X
0163-8343	http://www.sciencedirect.com/science/journal/01638343
0163-853X	http://leaonline.com/openurl?genre=journal&stitle=dp
0163-8548	http://www.springeronline.com/journal/10746/about
0163-898X	http://www.oclc.org/news/publications/newsletters/default.htm
0163-8998	http://arjournals.annualreviews.org/openurl?genre=journal&stitle=nucl
0163-9234	http://www.packageprinting.com/
0163-9625	http://www.informaworld.com/openurl?genre=journal&issn=01639625
0163-9641	http://www.interscience.wiley.com/jpages/0163-9641/
0164-0178	http://muse.jhu.edu/journals/ajh/
0164-0275	http://roa.sagepub.com/
0164-0291	http://www.springeronline.com/journal/10764/about
0164-0313	http://www.springeronline.com/journal/10894/about
0164-0364	http://www.law.georgetown.edu/journals/aclr/
0164-0704	http://www.sciencedirect.com/science/journal/01640704
0164-0925	http://www.acm.org/pubs/contents/journals/toplas/
0164-1212	http://www.sciencedirect.com/science/journal/01641212
0164-1263	http://www.aapd.org/publications/peddent/
0164-2340	http://content.wkhealth.com/linkback/openurl?issn=0164-2340
0164-324X	http://www.fiberartsmagazine.com/
0164-7954	http://pw2.netcom.com/~v.prasad/IJA_Web_Pages/
0164-9442	http://www.okda.org/pages/about/publications.htm
0165-0009	http://www.springeronline.com/journal/10584/about
0165-005X	http://www.springeronline.com/journal/11013/about
0165-0106	http://www.springerlink.com/openurl.asp?genre=journal&issn=0165-0106
0165-0114	http://www.sciencedirect.com/science/journal/01650114
0165-0157	http://www.springeronline.com/journal/10988/about
0165-0173	http://www.elsevier.com/locate/issn/01650173
0165-0203	http://www.blackwellpublishing.com/journal.asp?ref=0165-0203
0165-022X	http://www.sciencedirect.com/science/journal/0165022X
0165-0254	http://jbd.sagepub.com/
0165-0270	http://www.sciencedirect.com/science/journal/01650270
0165-0327	http://www.sciencedirect.com/science/journal/01650327
0165-0378	http://www.sciencedirect.com/science/journal/01650378
0165-0424	http://www.informaworld.com/openurl?genre=journal&issn=01650424
0165-0513	http://www.ingentaconnect.com/content/els/01650513
0165-0521	http://www.informaworld.com/openurl?genre=journal&issn=01650521
0165-0572	http://www.sciencedirect.com/science/journal/01650572
0165-0653	http://www.springeronline.com/journal/10447/about
0165-070X	http://journals.cambridge.org/nlr
0165-0750	http://www.kluwerlawonline.com/toc.php?area=Journals&mode=bypub&level=4&values=Journals~~Common+Market+Law+Review
0165-1110	http://www.sciencedirect.com/science/journal/01651110
0165-1161	http://www.sciencedirect.com/science/journal/01651161
0165-1218	http://www.sciencedirect.com/science/journal/01651218
0165-1250	http://www.sciencedirect.com/science/bookseries/01651250
0165-1587	http://erae.oxfordjournals.org/
0165-1633	http://www.sciencedirect.com/science/journal/01651633
0165-1684	http://www.sciencedirect.com/science/journal/01651684
0165-1765	http://www.sciencedirect.com/science/journal/01651765
0165-1781	http://www.sciencedirect.com/science/journal/01651781
0165-1838	http://www.sciencedirect.com/science/journal/01651838
0165-1889	http://www.sciencedirect.com/science/journal/01651889
0165-2125	http://www.sciencedirect.com/science/journal/01652125
0165-2176	http://www.euroscience.nl/vetq.html
0165-2281	http://www.sciencedirect.com/science/journal/01652281
0165-232X	http://www.sciencedirect.com/science/journal/0165232X
0165-2370	http://www.sciencedirect.com/science/journal/01652370
0165-2427	http://www.sciencedirect.com/science/journal/01652427
0165-2478	http://www.sciencedirect.com/science/journal/01652478
0165-2516	https://www.degruyter.com/view/j/ijsl
0165-3253	http://www.sciencedirect.com/science/bookseries/01653253
0165-3806	http://www.sciencedirect.com/science/journal/01653806
0165-4004	https://www.degruyter.com/view/j/flin
0165-4101	http://www.sciencedirect.com/science/journal/01654101
0165-4608	http://www.sciencedirect.com/science/journal/01654608
0165-4888	http://www.atypon-link.com/WDG/loi/text
0165-4896	http://www.sciencedirect.com/science/journal/01654896
0165-5515	http://jis.sagepub.com/
0165-5701	http://www.springeronline.com/journal/10792/about
0165-5728	http://www.sciencedirect.com/science/journal/01655728
0165-5752	http://www.springeronline.com/journal/11230/about
0165-5817	http://www.sciencedirect.com/science/journal/01655817
0165-5876	http://www.sciencedirect.com/science/journal/01655876
0165-6074	http://www.sciencedirect.com/science/journal/01656074
0165-6090	http://www.ingentaselect.com/rpsv/ij/klu/01656090/contp1.htm
0165-6147	http://www.sciencedirect.com/science/journal/01656147
0165-7208	http://www.sciencedirect.com/science/bookseries/01657208
0165-7380	http://www.springeronline.com/journal/11259/about
0165-7836	http://www.sciencedirect.com/science/journal/01657836
0165-7992	http://www.sciencedirect.com/science/journal/01657992
0165-8107	http://www.informaworld.com/openurl?genre=journal&issn=01658107
0165-9227	http://www.rodopi.nl/senj.asp?SerieId=GPS
0165-9936	http://www.sciencedirect.com/science/journal/01659936
0166-0462	http://www.sciencedirect.com/science/journal/01660462
0166-0470	http://www.knob.nl/
0166-0616	http://www.sciencedirect.com/science/journal/01660616
0166-0934	http://www.sciencedirect.com/science/journal/01660934
0166-1116	http://www.sciencedirect.com/science/bookseries/01661116
0166-1280	http://www.sciencedirect.com/science/journal/01661280
0166-218X	http://www.sciencedirect.com/science/journal/0166218X
0166-2236	http://www.sciencedirect.com/science/journal/01662236
0166-2635	http://www.sciencedirect.com/science/bookseries/01662635
0166-3097	http://www.sciencedirect.com/science/journal/01663097
0166-3542	http://www.sciencedirect.com/science/journal/01663542
0166-3615	http://www.sciencedirect.com/science/journal/01663615
0166-4115	http://www.sciencedirect.com/science/bookseries/01664115
0166-4328	http://www.sciencedirect.com/science/journal/01664328
0166-445X	http://www.sciencedirect.com/science/journal/0166445X
0166-4972	http://www.sciencedirect.com/science/journal/01664972
0166-5162	http://www.sciencedirect.com/science/journal/01665162
0166-526X	http://www.sciencedirect.com/science/handbooks/0166526X
0166-5294	http://www.sdu.nl/catalogus/Sdu_Juridisch/TM0.jsp
0166-5316	http://www.sciencedirect.com/science/journal/01665316
0166-5766	http://www.ihcholland.com/t/ihcholland_com/5_ports_dredging/ports_dredging.asp
0166-6622	http://www.sciencedirect.com/science/journal/01666622
0166-6851	http://www.sciencedirect.com/science/journal/01666851
0166-8595	http://www.springeronline.com/journal/11120/about
0166-8641	http://www.sciencedirect.com/science/journal/01668641
0166-9834	http://www.sciencedirect.com/science/journal/01669834
0167-0115	http://www.sciencedirect.com/science/journal/01670115
0167-1731	http://www.springeronline.com/journal/10705/about
0167-188X	http://www.sciencedirect.com/science/journal/0167188X
0167-1987	http://www.sciencedirect.com/science/journal/01671987
0167-2088	http://www.rodopi.nl/senj.asp?SerieId=GEWINA
0167-2231	http://www.sciencedirect.com/science/journal/01672231
0167-2533	http://www.iospress.nl/html/01672533.php
0167-2584	http://www.sciencedirect.com/science/journal/01672584
0167-2681	http://www.sciencedirect.com/science/journal/01672681
0167-2738	http://www.sciencedirect.com/science/journal/01672738
0167-2789	http://www.sciencedirect.com/science/journal/01672789
0167-2894	http://www.sciencedirect.com/science/bookseries/01672894
0167-2991	http://www.sciencedirect.com/science/bookseries/01672991
0167-3785	http://www.sciencedirect.com/science/handbooks/01673785
0167-4048	http://www.sciencedirect.com/science/journal/01674048
0167-4137	http://www.sciencedirect.com/science/bookseries/01674137
0167-4366	http://www.springeronline.com/journal/10457/about
0167-4412	http://www.springeronline.com/journal/11103/about
0167-4501	http://www.sciencedirect.com/science/bookseries/01674501
0167-4528	http://www.sciencedirect.com/science/bookseries/01674528
0167-4544	http://www.springeronline.com/journal/10551/about
0167-4730	http://www.sciencedirect.com/science/journal/01674730
0167-4781	http://www.sciencedirect.com/science/journal/01674781
0167-482X	http://www.informaworld.com/openurl?genre=journal&issn=0167482X
0167-4838	http://www.sciencedirect.com/science/journal/01674838
0167-4870	http://www.sciencedirect.com/science/journal/01674870
0167-4889	http://www.sciencedirect.com/science/journal/01674889
0167-4943	http://www.sciencedirect.com/science/journal/01674943
0167-5060	http://www.sciencedirect.com/science/bookseries/01675060
0167-5087	http://www.sciencedirect.com/science/journal/01675087
0167-5117	http://www.sciencedirect.com/science/bookseries/01675117
0167-5133	http://jos.oxfordjournals.org/
0167-5249	http://www.springeronline.com/journal/10982/about
0167-5265	http://www.iospress.nl/html/01675265.php
0167-5273	http://www.sciencedirect.com/science/journal/01675273
0167-5419	http://www.sciencedirect.com/science/journal/01675419
0167-5427	http://www.wiu.edu/users/aquamamm/index/
0167-5648	http://www.sciencedirect.com/science/bookseries/01675648
0167-5699	http://www.sciencedirect.com/science/journal/01675699
0167-5729	http://www.sciencedirect.com/science/journal/01675729
0167-577X	http://www.sciencedirect.com/science/journal/0167577X
0167-5788	http://www.kartografie.nl/kt/
0167-5826	http://www.sciencedirect.com/science/journal/01675826
0167-5877	http://www.sciencedirect.com/science/journal/01675877
0167-5923	http://www.springeronline.com/journal/11113/about
0167-5931	http://www.sciencedirect.com/science/bookseries/01675931
0167-594X	http://www.springeronline.com/journal/11060/about
0167-6105	http://www.sciencedirect.com/science/journal/01676105
0167-6164	https://www.degruyter.com/view/j/jall
0167-6245	http://www.sciencedirect.com/science/journal/01676245
0167-6296	http://www.sciencedirect.com/science/journal/01676296
0167-6318	https://www.degruyter.com/view/j/tlir
0167-6369	http://www.springeronline.com/journal/10661/about
0167-6377	http://www.sciencedirect.com/science/journal/01676377
0167-6393	http://www.sciencedirect.com/science/journal/01676393
0167-6423	http://www.sciencedirect.com/science/journal/01676423
0167-6636	http://www.sciencedirect.com/science/journal/01676636
0167-6687	http://www.sciencedirect.com/science/journal/01676687
0167-6768	http://journals.cambridge.org/action/displayJournal?jid=NYL
0167-6806	http://www.springeronline.com/journal/10549/about
0167-6830	http://www.informaworld.com/openurl?genre=journal&issn=01676830
0167-6857	http://www.springeronline.com/journal/11240/about
0167-6881	http://www.sciencedirect.com/science/bookseries/01676881
0167-6903	http://www.springeronline.com/journal/10725/about
0167-6911	http://www.sciencedirect.com/science/journal/01676911
0167-6989	http://www.sciencedirect.com/science/journal/01676989
0167-6997	http://www.springeronline.com/journal/10637/about
0167-7012	http://www.sciencedirect.com/science/journal/01677012
0167-7055	http://www.blackwellpublishing.com/journal.asp?ref=0167-7055
0167-7063	http://www.informaworld.com/openurl?genre=journal&issn=01677063
0167-7152	http://www.sciencedirect.com/science/journal/01677152
0167-7187	http://www.sciencedirect.com/science/journal/01677187
0167-7306	http://www.sciencedirect.com/science/journal/01677306
0167-7322	http://www.sciencedirect.com/science/journal/01677322
0167-739X	http://www.sciencedirect.com/science/journal/0167739X
0167-7411	http://www.springerlink.com/openurl.asp?genre=journal&issn=0167-7411
0167-7659	http://www.springeronline.com/journal/10555/about
0167-7675	http://www.sciencedirect.com/science/bookseries/01677675
0167-7764	http://www.springeronline.com/journal/10874/about
0167-7799	http://www.sciencedirect.com/science/journal/01677799
0167-7977	http://www.sciencedirect.com/science/journal/01677977
0167-8000	http://www.iospress.nl/html/01678000.php
